ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
551,7319-VENRZ,2026-04-19,2026-04-20,billing,medium,closed,34.06,Asked why the monthly charge increased without notice.
552,5846-NEQVZ,2026-06-22,2026-06-23,other,medium,closed,42.95,General question about plan upgrade options.
553,5846-NEQVZ,2026-08-12,2026-08-13,billing,medium,closed,35.84,Customer disputes a charge on their most recent invoice.
554,6967-QIQRV,2026-04-14,2026-04-15,billing,low,closed,34.91,Reported a failed payment and requested a retry.
555,6967-QIQRV,2026-05-24,,other,medium,open,,Asked about cancellation policy and notice period.
556,5781-RFZRP,2026-09-01,2026-09-02,technical,high,closed,24.02,App crashes when loading the dashboard view.
557,0939-YAPAF,2026-06-23,2026-06-23,other,medium,closed,6.15,Provided feedback about the onboarding experience.
558,0308-IVGOK,2026-06-30,2026-06-30,technical,medium,closed,8.86,Feature X is not syncing data correctly.
559,7293-LSCDV,2026-06-09,2026-06-09,billing,medium,closed,5.28,Customer disputes a charge on their most recent invoice.
560,5756-JYOJT,2026-05-05,2026-05-06,other,medium,closed,46.07,General question about plan upgrade options.
561,4710-FDUIZ,2026-04-27,,billing,low,open,,Reported a failed payment and requested a retry.
562,4710-FDUIZ,2026-09-01,,billing,high,open,,Reported a failed payment and requested a retry.
563,4710-FDUIZ,2026-08-01,,technical,low,open,,Requested help configuring an integration.
564,8270-RKSAP,2026-09-07,2026-09-08,other,medium,closed,43.66,General question about plan upgrade options.
565,6522-YRBXD,2026-04-22,2026-04-23,other,low,closed,42.35,Asked about cancellation policy and notice period.
566,6522-YRBXD,2026-08-11,2026-08-12,billing,medium,closed,34.19,Customer disputes a charge on their most recent invoice.
567,2640-LYMOV,2026-09-11,2026-09-11,billing,low,closed,11.02,Customer disputes a charge on their most recent invoice.
568,1218-VKFPE,2026-07-04,,other,medium,open,,Asked about cancellation policy and notice period.
569,1218-VKFPE,2026-07-06,,technical,medium,open,,Requested help configuring an integration.
570,3627-FHKBK,2026-05-08,,other,low,open,,Requested a copy of past invoices.
571,2865-TCHJW,2026-05-31,2026-06-01,billing,medium,closed,33.2,Reported a failed payment and requested a retry.
572,2865-TCHJW,2026-04-30,,technical,low,open,,Feature X is not syncing data correctly.
573,2393-DIVAI,2026-05-19,2026-05-20,billing,medium,closed,42.63,Asked why the monthly charge increased without notice.
574,5192-EBGOV,2026-04-20,2026-04-21,technical,medium,closed,47.59,Requested help configuring an integration.
575,8752-IMQOS,2026-04-26,2026-04-26,technical,medium,closed,11.42,App crashes when loading the dashboard view.
576,8752-IMQOS,2026-06-17,2026-06-18,technical,low,closed,43.63,Requested help configuring an integration.
577,0795-LAFGP,2026-07-30,,technical,medium,open,,App crashes when loading the dashboard view.
578,5512-IDZEI,2026-05-26,2026-05-26,technical,low,closed,18.66,App crashes when loading the dashboard view.
579,0459-SPZHJ,2026-05-10,,other,high,open,,Requested a copy of past invoices.
580,0215-BQKGS,2026-09-09,,other,low,open,,Asked about cancellation policy and notice period.
581,9244-ZVAPM,2026-07-09,,billing,medium,open,,Asked why the monthly charge increased without notice.
582,9244-ZVAPM,2026-08-27,2026-08-27,billing,medium,closed,18.21,Reported a failed payment and requested a retry.
583,9244-ZVAPM,2026-04-08,2026-04-09,billing,low,closed,33.45,Customer disputes a charge on their most recent invoice.
584,9244-ZVAPM,2026-05-08,,technical,medium,open,,Feature X is not syncing data correctly.
585,8208-EUMTE,2026-07-03,2026-07-04,other,medium,closed,32.14,Requested a copy of past invoices.
586,8208-EUMTE,2026-06-25,2026-06-26,billing,low,closed,40.75,Asked why the monthly charge increased without notice.
587,5172-MIGPM,2026-07-31,,technical,low,open,,Requested help configuring an integration.
588,1710-RCXUS,2026-09-02,2026-09-03,billing,medium,closed,42.26,Asked why the monthly charge increased without notice.
589,0374-FIUCA,2026-04-30,2026-04-30,other,medium,closed,19.71,General question about plan upgrade options.
590,5839-SUYVZ,2026-06-19,2026-06-20,other,low,closed,33.11,Asked about cancellation policy and notice period.
591,5839-SUYVZ,2026-05-28,2026-05-29,technical,medium,closed,34.34,Requested help configuring an integration.
592,5173-ZXXXL,2026-07-29,2026-07-30,billing,medium,closed,30.93,Requested a refund for a duplicate charge.
593,2001-MCUUW,2026-09-02,2026-09-03,technical,low,closed,28.62,Requested help configuring an integration.
594,2731-GJRDG,2026-08-11,2026-08-11,other,medium,closed,1.78,General question about plan upgrade options.
595,2731-GJRDG,2026-06-03,,other,high,open,,Provided feedback about the onboarding experience.
596,4723-BEGSG,2026-04-16,2026-04-17,other,medium,closed,29.98,Asked about cancellation policy and notice period.
597,4723-BEGSG,2026-07-31,2026-08-01,other,medium,closed,30.31,Provided feedback about the onboarding experience.
598,6516-NKQBO,2026-04-20,2026-04-20,other,high,closed,7.6,Provided feedback about the onboarding experience.
599,6516-NKQBO,2026-08-12,,billing,low,open,,Requested a refund for a duplicate charge.
600,8207-DMRVL,2026-05-20,2026-05-20,technical,medium,closed,17.19,App crashes when loading the dashboard view.
601,3419-SNJJD,2026-03-30,,billing,medium,open,,Asked why the monthly charge increased without notice.
602,3419-SNJJD,2026-08-31,,billing,medium,open,,Requested a refund for a duplicate charge.
603,3419-SNJJD,2026-05-09,2026-05-09,billing,medium,closed,23.86,Asked why the monthly charge increased without notice.
604,6543-CPZMK,2026-06-21,2026-06-24,technical,medium,closed,72.92,Requested help configuring an integration.
605,6543-CPZMK,2026-08-13,,billing,high,open,,Customer disputes a charge on their most recent invoice.
606,4765-OXPPD,2026-06-03,2026-06-04,other,low,closed,37.75,Asked about cancellation policy and notice period.
607,2804-ETQDK,2026-03-23,,technical,low,open,,Requested help configuring an integration.
608,2804-ETQDK,2026-08-16,,other,medium,open,,Requested a copy of past invoices.
609,6689-VRRTK,2026-06-23,2026-06-23,other,low,closed,21.85,Asked about cancellation policy and notice period.
610,9396-ZSFLL,2026-08-09,2026-08-09,other,low,closed,1.95,General question about plan upgrade options.
611,6464-KEXXH,2026-03-30,2026-03-31,other,medium,closed,33.72,Asked about cancellation policy and notice period.
612,6464-KEXXH,2026-07-27,,technical,medium,open,,App crashes when loading the dashboard view.
613,6464-KEXXH,2026-09-15,,technical,medium,open,,Requested help configuring an integration.
614,6464-KEXXH,2026-06-02,2026-06-03,billing,high,closed,24.43,Asked why the monthly charge increased without notice.
615,7134-MJPDY,2026-06-19,2026-06-20,technical,medium,closed,36.95,App crashes when loading the dashboard view.
616,4059-IIEBK,2026-07-04,2026-07-05,other,medium,closed,27.18,Requested a copy of past invoices.
617,4059-IIEBK,2026-07-08,,billing,low,open,,Customer disputes a charge on their most recent invoice.
618,0516-UXRMT,2026-06-12,2026-06-12,technical,medium,closed,5.99,Feature X is not syncing data correctly.
619,0516-UXRMT,2026-06-15,,technical,low,open,,Reported repeated login failures over the past week.
620,0516-UXRMT,2026-05-18,2026-05-19,billing,high,closed,45.38,Asked why the monthly charge increased without notice.
621,4851-BQDNX,2026-04-17,2026-04-18,technical,low,closed,39.01,App crashes when loading the dashboard view.
622,5148-HKFIR,2026-07-06,2026-07-06,technical,low,closed,17.47,Requested help configuring an integration.
623,5148-HKFIR,2026-04-05,,billing,low,open,,Reported a failed payment and requested a retry.
624,1009-IRMNA,2026-08-26,2026-08-27,technical,medium,closed,43.16,Feature X is not syncing data correctly.
625,1009-IRMNA,2026-05-09,2026-05-09,technical,high,closed,19.29,Reported repeated login failures over the past week.
626,3003-CMDUU,2026-05-12,2026-05-12,technical,medium,closed,10.38,Requested help configuring an integration.
627,3003-CMDUU,2026-03-30,,technical,high,open,,Requested help configuring an integration.
628,5016-IBERQ,2026-08-19,,technical,low,open,,Requested help configuring an integration.
629,5016-IBERQ,2026-08-25,2026-08-26,technical,low,closed,33.01,Requested help configuring an integration.
630,6797-UCJHZ,2026-08-11,2026-08-11,other,medium,closed,20.73,Provided feedback about the onboarding experience.
631,4554-YGZIH,2026-05-06,,technical,high,open,,App crashes when loading the dashboard view.
632,5099-BAILX,2026-07-29,2026-07-29,billing,medium,closed,7.28,Asked why the monthly charge increased without notice.
633,9931-KGHOA,2026-06-10,,technical,high,open,,App crashes when loading the dashboard view.
634,1775-KWJKQ,2026-05-31,,technical,medium,open,,App crashes when loading the dashboard view.
635,7207-RMRDB,2026-08-12,2026-08-12,billing,high,closed,17.42,Requested a refund for a duplicate charge.
636,9574-BOSMD,2026-05-14,2026-05-15,other,low,closed,38.9,Requested a copy of past invoices.
637,4580-TMHJU,2026-09-12,2026-09-12,technical,low,closed,8.0,Reported repeated login failures over the past week.
638,0970-ETWGE,2026-07-15,,other,medium,open,,Asked about cancellation policy and notice period.
639,0970-ETWGE,2026-04-29,2026-04-30,technical,medium,closed,35.16,Reported repeated login failures over the past week.
640,4908-XAXAY,2026-05-18,2026-05-19,billing,low,closed,27.79,Asked why the monthly charge increased without notice.
641,8404-VLQFB,2026-07-22,,billing,medium,open,,Reported a failed payment and requested a retry.
642,8404-VLQFB,2026-05-24,2026-05-24,other,low,closed,8.84,Asked about cancellation policy and notice period.
643,0887-HJGAR,2026-09-07,,technical,low,open,,Feature X is not syncing data correctly.
644,0887-HJGAR,2026-07-22,,technical,medium,open,,App crashes when loading the dashboard view.
645,2391-IPLOP,2026-05-16,,billing,medium,open,,Asked why the monthly charge increased without notice.
646,2024-BASKD,2026-06-18,2026-06-18,technical,medium,closed,16.0,Feature X is not syncing data correctly.
647,2024-BASKD,2026-06-11,,technical,medium,open,,Reported repeated login failures over the past week.
648,5845-BZZIB,2026-05-25,2026-05-25,technical,low,closed,15.75,Reported repeated login failures over the past week.
649,1140-UKVZG,2026-05-04,2026-05-04,billing,medium,closed,5.38,Reported a failed payment and requested a retry.
650,1140-UKVZG,2026-09-01,2026-09-01,other,low,closed,8.0,Asked about cancellation policy and notice period.
651,5183-SNMJQ,2026-06-16,,billing,high,open,,Requested a refund for a duplicate charge.
652,7838-LAZFO,2026-03-31,,technical,high,open,,App crashes when loading the dashboard view.
653,4464-JCOLN,2026-07-15,2026-07-16,technical,medium,closed,30.6,Reported repeated login failures over the past week.
654,8095-WANWK,2026-08-07,2026-08-07,billing,high,closed,17.99,Asked why the monthly charge increased without notice.
655,8095-WANWK,2026-06-10,,technical,medium,open,,App crashes when loading the dashboard view.
656,3030-ZKIWL,2026-07-16,,billing,medium,open,,Asked why the monthly charge increased without notice.
657,8755-OGKNA,2026-04-01,2026-04-02,other,low,closed,31.32,Requested a copy of past invoices.
658,2800-VEQXM,2026-05-27,2026-05-28,billing,medium,closed,35.43,Reported a failed payment and requested a retry.
659,2800-VEQXM,2026-09-10,2026-09-11,billing,high,closed,46.69,Customer disputes a charge on their most recent invoice.
660,3859-CVCET,2026-08-24,2026-08-24,billing,low,closed,15.88,Asked why the monthly charge increased without notice.
661,0214-JHPFW,2026-07-14,2026-07-15,other,medium,closed,24.87,Asked about cancellation policy and notice period.
662,0214-JHPFW,2026-09-09,,technical,high,open,,Feature X is not syncing data correctly.
663,5642-MHDQT,2026-05-15,2026-05-16,technical,medium,closed,29.0,Feature X is not syncing data correctly.
664,5642-MHDQT,2026-08-16,2026-08-16,technical,medium,closed,9.77,Requested help configuring an integration.
665,5642-MHDQT,2026-07-02,2026-07-02,technical,medium,closed,18.42,Requested help configuring an integration.
666,5642-MHDQT,2026-07-06,2026-07-07,technical,medium,closed,26.32,App crashes when loading the dashboard view.
667,3088-FVYWK,2026-07-02,2026-07-02,billing,high,closed,9.13,Reported a failed payment and requested a retry.
668,3276-HDUEG,2026-08-01,2026-08-04,technical,medium,closed,74.52,Reported repeated login failures over the past week.
669,9092-GDZKO,2026-04-23,2026-04-24,other,medium,closed,28.59,Asked about cancellation policy and notice period.
670,9092-GDZKO,2026-07-26,,technical,low,open,,App crashes when loading the dashboard view.
671,9092-GDZKO,2026-04-30,2026-04-30,billing,medium,closed,14.36,Reported a failed payment and requested a retry.
672,9092-GDZKO,2026-09-03,2026-09-04,technical,low,closed,47.3,Requested help configuring an integration.
673,9092-GDZKO,2026-08-14,2026-08-15,other,medium,closed,31.08,Requested a copy of past invoices.
674,9092-GDZKO,2026-07-05,2026-07-06,other,medium,closed,40.51,General question about plan upgrade options.
675,3729-OWRVL,2026-08-28,2026-08-29,billing,low,closed,40.87,Reported a failed payment and requested a retry.
676,2826-UWHIS,2026-09-09,2026-09-10,technical,high,closed,35.61,Feature X is not syncing data correctly.
677,2826-UWHIS,2026-06-24,2026-06-25,other,low,closed,39.81,Asked about cancellation policy and notice period.
678,1448-PWKYE,2026-05-14,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
679,7501-IWUNG,2026-06-19,2026-06-19,other,medium,closed,7.7,Provided feedback about the onboarding experience.
680,4957-TREIR,2026-07-21,2026-07-21,billing,medium,closed,14.32,Asked why the monthly charge increased without notice.
681,8040-MNRTF,2026-06-22,2026-06-22,billing,medium,closed,13.83,Customer disputes a charge on their most recent invoice.
682,1536-HBSWP,2026-08-03,,billing,low,open,,Asked why the monthly charge increased without notice.
683,1536-HBSWP,2026-06-22,2026-06-23,billing,medium,closed,34.34,Asked why the monthly charge increased without notice.
684,0067-DKWBL,2026-05-08,,billing,high,open,,Reported a failed payment and requested a retry.
685,0067-DKWBL,2026-04-25,2026-04-27,billing,high,closed,50.7,Reported a failed payment and requested a retry.
686,0067-DKWBL,2026-09-15,2026-09-15,technical,medium,closed,23.26,Feature X is not syncing data correctly.
687,5076-YVXCM,2026-04-21,,billing,high,open,,Customer disputes a charge on their most recent invoice.
688,9620-QJREV,2026-07-28,,other,medium,open,,Asked about cancellation policy and notice period.
689,9620-QJREV,2026-09-08,2026-09-09,billing,medium,closed,37.74,Reported a failed payment and requested a retry.
690,0078-XZMHT,2026-06-20,2026-06-21,technical,low,closed,38.52,Feature X is not syncing data correctly.
691,5896-NPFWW,2026-05-06,,other,medium,open,,Requested a copy of past invoices.
692,9450-TRJUU,2026-05-20,2026-05-21,billing,medium,closed,27.38,Asked why the monthly charge increased without notice.
693,9450-TRJUU,2026-09-01,,other,medium,open,,Provided feedback about the onboarding experience.
694,1766-GKNMI,2026-05-30,,other,medium,open,,Provided feedback about the onboarding experience.
695,6942-LBFDP,2026-08-01,2026-08-01,billing,high,closed,15.14,Requested a refund for a duplicate charge.
696,1456-TWCGB,2026-09-07,,technical,low,open,,Reported repeated login failures over the past week.
697,7133-VBDCG,2026-06-16,,technical,low,open,,Feature X is not syncing data correctly.
698,7133-VBDCG,2026-06-21,,billing,high,open,,Asked why the monthly charge increased without notice.
699,7133-VBDCG,2026-08-19,2026-08-20,technical,medium,closed,25.73,Feature X is not syncing data correctly.
700,7596-ZYWBB,2026-08-02,2026-08-02,other,medium,closed,22.79,Requested a copy of past invoices.
701,7596-ZYWBB,2026-06-24,2026-06-25,billing,medium,closed,45.67,Customer disputes a charge on their most recent invoice.
702,8329-UTMVM,2026-07-30,2026-07-31,billing,medium,closed,36.2,Customer disputes a charge on their most recent invoice.
703,3347-YJZZE,2026-09-14,,technical,medium,open,,Feature X is not syncing data correctly.
704,1029-QFBEN,2026-06-01,,other,medium,open,,Requested a copy of past invoices.
705,1029-QFBEN,2026-09-04,2026-09-05,billing,medium,closed,31.47,Customer disputes a charge on their most recent invoice.
706,6952-OMNWB,2026-05-29,2026-05-30,billing,high,closed,34.36,Reported a failed payment and requested a retry.
707,6952-OMNWB,2026-07-28,2026-07-28,technical,medium,closed,22.8,Reported repeated login failures over the past week.
708,4952-YSOGZ,2026-09-02,2026-09-03,billing,medium,closed,44.92,Requested a refund for a duplicate charge.
709,1589-AGTLK,2026-06-05,2026-06-06,billing,low,closed,44.79,Reported a failed payment and requested a retry.
710,1589-AGTLK,2026-07-07,,other,medium,open,,Provided feedback about the onboarding experience.
711,1589-AGTLK,2026-04-23,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
712,1589-AGTLK,2026-04-13,2026-04-13,billing,low,closed,5.27,Asked why the monthly charge increased without notice.
713,5244-IRFIH,2026-04-01,2026-04-02,billing,medium,closed,33.7,Requested a refund for a duplicate charge.
714,5244-IRFIH,2026-07-14,2026-07-16,billing,high,closed,58.76,Asked why the monthly charge increased without notice.
715,6549-YMFAW,2026-06-20,,other,medium,open,,General question about plan upgrade options.
716,6786-OBWQR,2026-08-07,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
717,6786-OBWQR,2026-08-31,2026-08-31,billing,medium,closed,16.75,Requested a refund for a duplicate charge.
718,6786-OBWQR,2026-04-14,2026-04-15,technical,medium,closed,36.25,App crashes when loading the dashboard view.
719,2684-EIWEO,2026-04-02,2026-04-03,technical,high,closed,25.71,Requested help configuring an integration.
720,6439-GTPCA,2026-03-28,2026-03-28,other,low,closed,9.22,Asked about cancellation policy and notice period.
721,6439-GTPCA,2026-05-14,2026-05-15,billing,low,closed,27.77,Customer disputes a charge on their most recent invoice.
722,6439-GTPCA,2026-05-15,2026-05-16,other,medium,closed,38.66,General question about plan upgrade options.
723,2521-NPUZR,2026-04-19,2026-04-20,technical,low,closed,33.03,Feature X is not syncing data correctly.
724,2521-NPUZR,2026-09-09,2026-09-10,technical,high,closed,44.3,Reported repeated login failures over the past week.
725,1307-TVUFB,2026-09-09,,other,low,open,,General question about plan upgrade options.
726,7503-MIOGA,2026-08-02,2026-08-02,technical,low,closed,7.88,Feature X is not syncing data correctly.
727,7503-MIOGA,2026-04-06,,other,low,open,,Provided feedback about the onboarding experience.
728,4381-MHQDC,2026-03-25,2026-03-25,technical,low,closed,1.56,App crashes when loading the dashboard view.
729,6923-JHPMP,2026-09-11,2026-09-12,technical,medium,closed,28.18,Requested help configuring an integration.
730,5138-WVKYJ,2026-07-09,,billing,medium,open,,Asked why the monthly charge increased without notice.
731,5138-WVKYJ,2026-07-16,2026-07-17,billing,high,closed,44.27,Reported a failed payment and requested a retry.
732,4018-PPNDW,2026-03-25,2026-03-25,billing,medium,closed,10.16,Requested a refund for a duplicate charge.
733,2499-AJYUA,2026-07-08,2026-07-09,billing,medium,closed,32.93,Reported a failed payment and requested a retry.
734,2499-AJYUA,2026-04-16,2026-04-17,technical,low,closed,41.83,App crashes when loading the dashboard view.
735,6919-ELBGL,2026-07-30,2026-07-31,technical,low,closed,31.05,Requested help configuring an integration.
736,6425-JWTDV,2026-09-04,2026-09-04,billing,low,closed,6.0,Reported a failed payment and requested a retry.
737,8405-IGQFX,2026-04-19,2026-04-20,billing,medium,closed,34.09,Asked why the monthly charge increased without notice.
738,8405-IGQFX,2026-07-13,2026-07-14,technical,medium,closed,42.75,Reported repeated login failures over the past week.
739,8405-IGQFX,2026-08-14,2026-08-14,other,high,closed,17.36,General question about plan upgrade options.
740,8405-IGQFX,2026-04-03,,other,medium,open,,Requested a copy of past invoices.
741,1410-RSCMR,2026-05-05,2026-05-06,technical,high,closed,47.97,App crashes when loading the dashboard view.
742,1410-RSCMR,2026-08-27,2026-08-28,billing,medium,closed,42.33,Asked why the monthly charge increased without notice.
743,1410-RSCMR,2026-03-24,,billing,low,open,,Customer disputes a charge on their most recent invoice.
744,0139-IVFJG,2026-06-21,2026-06-21,other,medium,closed,19.76,Requested a copy of past invoices.
745,0139-IVFJG,2026-08-31,2026-08-31,technical,medium,closed,12.89,Feature X is not syncing data correctly.
746,2189-WWOEW,2026-05-01,2026-05-01,technical,low,closed,20.82,App crashes when loading the dashboard view.
747,2189-WWOEW,2026-08-02,2026-08-02,other,high,closed,14.45,Provided feedback about the onboarding experience.
748,2189-WWOEW,2026-07-28,2026-07-29,technical,high,closed,40.11,Feature X is not syncing data correctly.
749,4013-GUXND,2026-07-17,2026-07-18,billing,high,closed,31.29,Customer disputes a charge on their most recent invoice.
750,4013-GUXND,2026-04-22,2026-04-22,technical,medium,closed,20.68,App crashes when loading the dashboard view.
751,4013-GUXND,2026-07-06,2026-07-07,technical,medium,closed,35.35,Requested help configuring an integration.
752,1894-IGFSG,2026-09-11,,technical,high,open,,Feature X is not syncing data correctly.
753,1894-IGFSG,2026-07-04,2026-07-05,billing,medium,closed,24.97,Reported a failed payment and requested a retry.
754,7379-POKDZ,2026-07-29,2026-07-30,technical,low,closed,37.97,Feature X is not syncing data correctly.
755,7379-POKDZ,2026-08-20,,billing,medium,open,,Requested a refund for a duplicate charge.
756,7379-POKDZ,2026-09-10,2026-09-10,technical,medium,closed,2.5,App crashes when loading the dashboard view.
757,7379-POKDZ,2026-09-03,,billing,high,open,,Asked why the monthly charge increased without notice.
758,1266-NZYUI,2026-09-03,,billing,medium,open,,Reported a failed payment and requested a retry.
759,7969-FFOWG,2026-08-18,,billing,medium,open,,Requested a refund for a duplicate charge.
760,5175-WLYXL,2026-08-31,2026-09-01,billing,medium,closed,26.39,Customer disputes a charge on their most recent invoice.
761,5175-WLYXL,2026-05-09,2026-05-09,other,low,closed,21.86,Provided feedback about the onboarding experience.
762,8728-SKJLR,2026-06-25,2026-06-25,other,high,closed,7.84,Provided feedback about the onboarding experience.
763,3137-NYQQI,2026-09-07,2026-09-08,technical,high,closed,29.58,Requested help configuring an integration.
764,0236-HFWSV,2026-03-23,,technical,medium,open,,App crashes when loading the dashboard view.
765,3900-AQPHZ,2026-06-18,2026-06-18,technical,high,closed,5.33,Feature X is not syncing data correctly.
766,5842-POCOP,2026-08-15,,other,high,open,,Asked about cancellation policy and notice period.
767,5842-POCOP,2026-04-27,2026-04-27,other,medium,closed,8.93,Asked about cancellation policy and notice period.
768,2037-XJFUP,2026-06-20,,other,low,open,,Asked about cancellation policy and notice period.
769,2037-XJFUP,2026-06-13,2026-06-13,other,low,closed,13.29,Provided feedback about the onboarding experience.
770,8823-RLPWL,2026-05-27,,billing,medium,open,,Asked why the monthly charge increased without notice.
771,8823-RLPWL,2026-04-08,,technical,medium,open,,Reported repeated login failures over the past week.
772,8823-RLPWL,2026-05-22,2026-05-22,other,high,closed,11.01,Provided feedback about the onboarding experience.
773,7314-OXENN,2026-07-24,,other,low,open,,Asked about cancellation policy and notice period.
774,7314-OXENN,2026-04-10,,billing,medium,open,,Requested a refund for a duplicate charge.
775,7521-AFHAB,2026-05-09,2026-05-09,technical,medium,closed,22.06,Feature X is not syncing data correctly.
776,0285-INHLN,2026-04-01,2026-04-01,billing,low,closed,8.9,Requested a refund for a duplicate charge.
777,0285-INHLN,2026-06-14,2026-06-15,technical,high,closed,29.94,Reported repeated login failures over the past week.
778,5125-CNDSP,2026-08-18,2026-08-18,billing,high,closed,11.58,Customer disputes a charge on their most recent invoice.
779,0691-IFBQW,2026-08-17,,other,high,open,,Provided feedback about the onboarding experience.
780,0810-BDHAW,2026-04-18,2026-04-18,billing,medium,closed,20.92,Reported a failed payment and requested a retry.
781,0229-LFJAF,2026-05-31,2026-06-01,billing,medium,closed,33.02,Asked why the monthly charge increased without notice.
782,0229-LFJAF,2026-04-11,2026-04-11,billing,medium,closed,11.69,Customer disputes a charge on their most recent invoice.
783,0229-LFJAF,2026-05-27,2026-05-28,billing,medium,closed,37.14,Asked why the monthly charge increased without notice.
784,7131-ZQZNK,2026-04-14,2026-04-15,technical,high,closed,31.14,App crashes when loading the dashboard view.
785,3442-ZHHCC,2026-07-02,2026-07-03,technical,high,closed,28.44,Reported repeated login failures over the past week.
786,5726-CVNYA,2026-08-06,2026-08-07,other,medium,closed,32.97,Asked about cancellation policy and notice period.
787,9871-ELEYA,2026-03-24,2026-03-24,technical,medium,closed,17.54,Requested help configuring an integration.
788,4257-GAESD,2026-09-12,,billing,medium,open,,Asked why the monthly charge increased without notice.
789,6286-ZHAOK,2026-05-31,,technical,low,open,,Feature X is not syncing data correctly.
790,3807-XHCJH,2026-05-31,2026-06-01,technical,medium,closed,46.32,Requested help configuring an integration.
791,3009-JWMPU,2026-06-29,2026-06-29,technical,medium,closed,16.32,Requested help configuring an integration.
792,3009-JWMPU,2026-07-04,,technical,medium,open,,Requested help configuring an integration.
793,3009-JWMPU,2026-05-15,,technical,medium,open,,App crashes when loading the dashboard view.
794,5671-RQRLP,2026-08-31,,billing,medium,open,,Requested a refund for a duplicate charge.
795,1450-GALXR,2026-09-07,2026-09-08,billing,high,closed,42.54,Requested a refund for a duplicate charge.
796,1450-GALXR,2026-04-11,2026-04-13,billing,medium,closed,58.26,Asked why the monthly charge increased without notice.
797,1450-GALXR,2026-08-06,,technical,low,open,,Requested help configuring an integration.
798,1450-GALXR,2026-07-13,2026-07-13,technical,medium,closed,19.34,Requested help configuring an integration.
799,1450-GALXR,2026-07-14,,billing,low,open,,Asked why the monthly charge increased without notice.
800,8859-AXJZP,2026-08-27,2026-08-28,technical,low,closed,36.93,App crashes when loading the dashboard view.
801,3138-BKYAV,2026-04-29,2026-05-01,technical,high,closed,63.14,Feature X is not syncing data correctly.
802,3138-BKYAV,2026-06-02,2026-06-02,technical,low,closed,19.85,Feature X is not syncing data correctly.
803,7382-DFJTU,2026-03-25,2026-03-26,billing,high,closed,40.78,Customer disputes a charge on their most recent invoice.
804,7382-DFJTU,2026-07-01,2026-07-02,technical,medium,closed,45.11,Feature X is not syncing data correctly.
805,7382-DFJTU,2026-07-07,2026-07-08,technical,medium,closed,38.28,App crashes when loading the dashboard view.
806,7382-DFJTU,2026-08-23,2026-08-23,billing,low,closed,9.47,Customer disputes a charge on their most recent invoice.
807,2798-NYLMZ,2026-04-03,2026-04-03,technical,high,closed,13.1,Feature X is not syncing data correctly.
808,4289-DTDKW,2026-06-06,,technical,medium,open,,App crashes when loading the dashboard view.
809,1820-TQVEV,2026-05-11,2026-05-11,other,high,closed,11.1,Asked about cancellation policy and notice period.
810,1820-TQVEV,2026-08-29,2026-08-30,technical,medium,closed,29.35,Reported repeated login failures over the past week.
811,1820-TQVEV,2026-08-16,2026-08-18,billing,low,closed,50.63,Customer disputes a charge on their most recent invoice.
812,2239-JALAW,2026-04-23,2026-04-24,other,high,closed,37.51,Provided feedback about the onboarding experience.
813,4853-RULSV,2026-05-07,,technical,medium,open,,Requested help configuring an integration.
814,8098-TDCBU,2026-06-28,,billing,low,open,,Asked why the monthly charge increased without notice.
815,8098-TDCBU,2026-06-04,,other,high,open,,Requested a copy of past invoices.
816,3551-GAEGL,2026-08-16,2026-08-17,technical,medium,closed,43.63,Reported repeated login failures over the past week.
817,4785-NKHCX,2026-08-26,,technical,medium,open,,Feature X is not syncing data correctly.
818,3196-NVXLZ,2026-06-16,2026-06-16,billing,medium,closed,6.48,Customer disputes a charge on their most recent invoice.
819,6275-YDUVO,2026-06-01,2026-06-01,technical,medium,closed,23.38,Feature X is not syncing data correctly.
820,0115-TFERT,2026-09-11,2026-09-11,billing,low,closed,9.3,Asked why the monthly charge increased without notice.
821,0115-TFERT,2026-04-15,,billing,medium,open,,Requested a refund for a duplicate charge.
822,5318-YKDPV,2026-05-12,2026-05-12,billing,medium,closed,21.61,Requested a refund for a duplicate charge.
823,7975-TZMLR,2026-05-23,,technical,high,open,,Feature X is not syncing data correctly.
824,0295-QVKPB,2026-08-15,2026-08-16,technical,medium,closed,35.33,Feature X is not syncing data correctly.
825,2311-QYMUQ,2026-07-08,,technical,medium,open,,Feature X is not syncing data correctly.
826,2311-QYMUQ,2026-04-18,,technical,low,open,,App crashes when loading the dashboard view.
827,3104-OWCGK,2026-07-14,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
828,3104-OWCGK,2026-05-13,2026-05-15,billing,low,closed,48.31,Customer disputes a charge on their most recent invoice.
829,3104-OWCGK,2026-08-11,2026-08-11,billing,low,closed,6.81,Requested a refund for a duplicate charge.
830,5337-IIWKZ,2026-09-08,2026-09-09,technical,medium,closed,42.7,App crashes when loading the dashboard view.
831,5337-IIWKZ,2026-05-05,2026-05-06,technical,low,closed,29.16,Reported repeated login failures over the past week.
832,5337-IIWKZ,2026-04-18,2026-04-19,billing,low,closed,24.07,Asked why the monthly charge increased without notice.
