ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
458,CUST-000420,2026-05-01,2026-05-02,billing,high,closed,40.43,Reported a failed payment and requested a retry.
459,CUST-000421,2026-07-09,,billing,high,open,,Requested a refund for a duplicate charge.
460,CUST-000421,2026-04-22,2026-04-23,technical,low,closed,36.78,App crashes when loading the dashboard view.
461,CUST-000421,2026-06-16,,other,medium,open,,Asked about cancellation policy and notice period.
462,CUST-000422,2026-09-10,2026-09-10,billing,medium,closed,23.62,Asked why the monthly charge increased without notice.
463,CUST-000423,2026-05-21,2026-05-22,billing,low,closed,36.92,Customer disputes a charge on their most recent invoice.
464,CUST-000423,2026-06-25,2026-06-25,other,high,closed,17.72,Provided feedback about the onboarding experience.
465,CUST-000426,2026-06-24,2026-06-25,billing,medium,closed,35.81,Requested a refund for a duplicate charge.
466,CUST-000432,2026-06-08,2026-06-09,billing,low,closed,38.41,Asked why the monthly charge increased without notice.
467,CUST-000432,2026-07-13,2026-07-13,billing,high,closed,14.32,Asked why the monthly charge increased without notice.
468,CUST-000434,2026-09-11,2026-09-11,technical,low,closed,2.95,Feature X is not syncing data correctly.
469,CUST-000434,2026-05-17,,technical,medium,open,,Reported repeated login failures over the past week.
470,CUST-000434,2026-08-02,2026-08-02,other,low,closed,3.31,Provided feedback about the onboarding experience.
471,CUST-000435,2026-04-23,,billing,medium,open,,Reported a failed payment and requested a retry.
472,CUST-000437,2026-07-28,2026-07-28,billing,high,closed,22.18,Reported a failed payment and requested a retry.
473,CUST-000438,2026-04-23,,other,high,open,,General question about plan upgrade options.
474,CUST-000438,2026-09-06,2026-09-06,other,low,closed,6.7,Asked about cancellation policy and notice period.
475,CUST-000439,2026-07-13,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
476,CUST-000440,2026-07-30,2026-07-30,technical,medium,closed,15.41,Requested help configuring an integration.
477,CUST-000442,2026-04-10,2026-04-11,technical,high,closed,43.4,Reported repeated login failures over the past week.
478,CUST-000444,2026-08-06,2026-08-07,other,medium,closed,26.66,Requested a copy of past invoices.
479,CUST-000444,2026-05-25,,technical,low,open,,Reported repeated login failures over the past week.
480,CUST-000445,2026-07-11,,other,medium,open,,Requested a copy of past invoices.
481,CUST-000449,2026-05-30,2026-05-30,billing,high,closed,5.02,Asked why the monthly charge increased without notice.
482,CUST-000449,2026-05-04,,technical,low,open,,Reported repeated login failures over the past week.
483,CUST-000450,2026-06-26,2026-06-26,billing,low,closed,8.98,Customer disputes a charge on their most recent invoice.
484,CUST-000450,2026-06-02,,other,high,open,,Requested a copy of past invoices.
485,CUST-000451,2026-05-16,2026-05-17,billing,low,closed,47.38,Requested a refund for a duplicate charge.
486,CUST-000453,2026-06-07,,technical,medium,open,,Feature X is not syncing data correctly.
487,CUST-000455,2026-06-23,2026-06-23,billing,low,closed,16.6,Requested a refund for a duplicate charge.
488,CUST-000455,2026-08-01,,billing,medium,open,,Requested a refund for a duplicate charge.
489,CUST-000455,2026-09-07,,technical,low,open,,Reported repeated login failures over the past week.
490,CUST-000455,2026-05-09,,technical,low,open,,App crashes when loading the dashboard view.
491,CUST-000460,2026-04-05,2026-04-05,billing,low,closed,11.41,Customer disputes a charge on their most recent invoice.
492,CUST-000462,2026-07-05,2026-07-06,technical,medium,closed,33.61,Requested help configuring an integration.
493,CUST-000463,2026-08-11,2026-08-12,other,high,closed,28.71,Requested a copy of past invoices.
494,CUST-000463,2026-08-05,,technical,low,open,,App crashes when loading the dashboard view.
495,CUST-000464,2026-04-22,2026-04-23,billing,medium,closed,41.1,Customer disputes a charge on their most recent invoice.
496,CUST-000464,2026-07-30,2026-07-31,technical,medium,closed,33.92,Feature X is not syncing data correctly.
497,CUST-000465,2026-06-21,,other,low,open,,Asked about cancellation policy and notice period.
498,CUST-000465,2026-08-01,2026-08-01,technical,medium,closed,11.78,App crashes when loading the dashboard view.
499,CUST-000466,2026-06-17,2026-06-18,technical,medium,closed,24.59,App crashes when loading the dashboard view.
500,CUST-000467,2026-07-03,,technical,low,open,,App crashes when loading the dashboard view.
501,CUST-000469,2026-07-14,,billing,high,open,,Requested a refund for a duplicate charge.
502,CUST-000469,2026-08-17,2026-08-19,billing,medium,closed,64.13,Requested a refund for a duplicate charge.
503,CUST-000469,2026-09-03,,other,medium,open,,Requested a copy of past invoices.
504,CUST-000469,2026-05-20,2026-05-22,technical,medium,closed,65.12,Requested help configuring an integration.
505,CUST-000469,2026-05-19,2026-05-19,billing,low,closed,16.65,Requested a refund for a duplicate charge.
506,CUST-000470,2026-07-19,2026-07-19,other,high,closed,5.58,Asked about cancellation policy and notice period.
507,CUST-000471,2026-06-04,,other,medium,open,,Asked about cancellation policy and notice period.
508,CUST-000471,2026-09-11,2026-09-11,billing,low,closed,18.33,Requested a refund for a duplicate charge.
509,CUST-000472,2026-05-14,,billing,high,open,,Requested a refund for a duplicate charge.
510,CUST-000474,2026-07-07,2026-07-08,technical,high,closed,36.27,Feature X is not syncing data correctly.
511,CUST-000474,2026-06-09,,billing,low,open,,Customer disputes a charge on their most recent invoice.
512,CUST-000475,2026-06-21,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
513,CUST-000475,2026-06-22,2026-06-22,other,low,closed,9.12,General question about plan upgrade options.
514,CUST-000476,2026-07-01,2026-07-01,technical,low,closed,12.53,Feature X is not syncing data correctly.
515,CUST-000476,2026-06-16,,other,medium,open,,General question about plan upgrade options.
516,CUST-000476,2026-05-26,2026-05-27,technical,medium,closed,46.73,Feature X is not syncing data correctly.
517,CUST-000477,2026-05-12,,billing,low,open,,Requested a refund for a duplicate charge.
518,CUST-000477,2026-03-21,2026-03-24,technical,medium,closed,83.15,Reported repeated login failures over the past week.
519,CUST-000477,2026-05-22,,billing,low,open,,Asked why the monthly charge increased without notice.
520,CUST-000478,2026-06-14,2026-06-15,technical,high,closed,40.93,Feature X is not syncing data correctly.
521,CUST-000480,2026-08-09,,technical,high,open,,Reported repeated login failures over the past week.
522,CUST-000482,2026-07-06,2026-07-06,billing,high,closed,13.77,Asked why the monthly charge increased without notice.
523,CUST-000483,2026-07-02,,technical,medium,open,,Requested help configuring an integration.
524,CUST-000484,2026-05-05,2026-05-05,billing,low,closed,11.61,Customer disputes a charge on their most recent invoice.
525,CUST-000489,2026-04-22,2026-04-22,technical,medium,closed,16.49,App crashes when loading the dashboard view.
526,CUST-000489,2026-06-10,,technical,low,open,,Requested help configuring an integration.
527,CUST-000489,2026-03-22,2026-03-22,other,medium,closed,9.93,Requested a copy of past invoices.
528,CUST-000490,2026-09-08,2026-09-09,technical,low,closed,46.05,App crashes when loading the dashboard view.
529,CUST-000490,2026-05-02,2026-05-02,technical,medium,closed,17.25,Feature X is not syncing data correctly.
530,CUST-000490,2026-07-08,2026-07-08,other,low,closed,1.6,Provided feedback about the onboarding experience.
531,CUST-000490,2026-09-15,2026-09-15,technical,medium,closed,18.25,Reported repeated login failures over the past week.
532,CUST-000494,2026-08-27,,other,medium,open,,Asked about cancellation policy and notice period.
533,CUST-000494,2026-09-04,,other,medium,open,,Requested a copy of past invoices.
534,CUST-000494,2026-05-17,2026-05-18,technical,medium,closed,24.05,Reported repeated login failures over the past week.
535,CUST-000494,2026-05-10,2026-05-11,billing,medium,closed,43.33,Requested a refund for a duplicate charge.
536,CUST-000495,2026-08-28,2026-08-28,billing,medium,closed,21.91,Customer disputes a charge on their most recent invoice.
537,CUST-000495,2026-05-31,,billing,medium,open,,Asked why the monthly charge increased without notice.
538,CUST-000495,2026-03-27,2026-03-28,billing,low,closed,30.82,Asked why the monthly charge increased without notice.
539,CUST-000496,2026-09-06,,other,medium,open,,Provided feedback about the onboarding experience.
540,CUST-000496,2026-07-02,,billing,high,open,,Requested a refund for a duplicate charge.
541,CUST-000497,2026-08-21,2026-08-24,billing,medium,closed,78.59,Reported a failed payment and requested a retry.
542,CUST-000497,2026-05-07,,other,medium,open,,Provided feedback about the onboarding experience.
543,CUST-000499,2026-08-09,,other,low,open,,General question about plan upgrade options.
544,CUST-000500,2026-08-19,,other,medium,open,,Provided feedback about the onboarding experience.
545,CUST-000501,2026-05-10,2026-05-11,other,medium,closed,47.44,Provided feedback about the onboarding experience.
546,CUST-000501,2026-07-29,2026-07-29,other,low,closed,22.89,General question about plan upgrade options.
547,CUST-000506,2026-09-11,2026-09-12,technical,medium,closed,34.06,Feature X is not syncing data correctly.
548,CUST-000507,2026-03-25,,technical,medium,open,,Feature X is not syncing data correctly.
549,CUST-000507,2026-07-24,,billing,high,open,,Reported a failed payment and requested a retry.
550,CUST-000507,2026-05-13,,technical,high,open,,Reported repeated login failures over the past week.
551,CUST-000507,2026-04-19,,other,medium,open,,Requested a copy of past invoices.
552,CUST-000508,2026-06-09,2026-06-09,billing,medium,closed,7.89,Requested a refund for a duplicate charge.
553,CUST-000509,2026-07-13,2026-07-15,billing,low,closed,58.04,Reported a failed payment and requested a retry.
554,CUST-000510,2026-07-13,2026-07-14,billing,low,closed,47.76,Customer disputes a charge on their most recent invoice.
555,CUST-000510,2026-08-05,2026-08-06,billing,low,closed,33.42,Requested a refund for a duplicate charge.
556,CUST-000511,2026-07-30,,technical,medium,open,,Requested help configuring an integration.
557,CUST-000511,2026-09-01,2026-09-01,billing,low,closed,1.21,Requested a refund for a duplicate charge.
558,CUST-000512,2026-05-12,2026-05-13,technical,high,closed,46.83,Reported repeated login failures over the past week.
559,CUST-000512,2026-03-22,2026-03-22,billing,low,closed,16.63,Reported a failed payment and requested a retry.
560,CUST-000515,2026-08-25,2026-08-26,technical,low,closed,31.11,Reported repeated login failures over the past week.
561,CUST-000515,2026-04-19,2026-04-20,billing,high,closed,35.38,Asked why the monthly charge increased without notice.
562,CUST-000515,2026-08-23,,technical,low,open,,Feature X is not syncing data correctly.
563,CUST-000516,2026-06-17,2026-06-18,technical,medium,closed,35.38,Reported repeated login failures over the past week.
564,CUST-000516,2026-06-07,,other,high,open,,Asked about cancellation policy and notice period.
565,CUST-000517,2026-08-29,2026-08-29,billing,high,closed,7.82,Asked why the monthly charge increased without notice.
566,CUST-000517,2026-08-10,2026-08-10,other,medium,closed,23.18,General question about plan upgrade options.
567,CUST-000517,2026-04-24,2026-04-26,billing,low,closed,55.25,Reported a failed payment and requested a retry.
568,CUST-000517,2026-06-28,,technical,medium,open,,App crashes when loading the dashboard view.
569,CUST-000519,2026-07-01,,technical,medium,open,,App crashes when loading the dashboard view.
570,CUST-000519,2026-08-01,2026-08-01,technical,low,closed,1.71,Reported repeated login failures over the past week.
571,CUST-000520,2026-08-14,2026-08-14,other,low,closed,10.93,General question about plan upgrade options.
572,CUST-000520,2026-04-10,2026-04-11,other,medium,closed,36.9,Asked about cancellation policy and notice period.
573,CUST-000521,2026-06-19,2026-06-19,billing,medium,closed,21.73,Customer disputes a charge on their most recent invoice.
574,CUST-000523,2026-05-25,2026-05-25,billing,low,closed,14.07,Asked why the monthly charge increased without notice.
575,CUST-000523,2026-06-03,2026-06-05,technical,medium,closed,69.21,Reported repeated login failures over the past week.
576,CUST-000523,2026-09-06,2026-09-07,technical,medium,closed,39.36,App crashes when loading the dashboard view.
577,CUST-000524,2026-06-13,2026-06-13,technical,medium,closed,22.3,App crashes when loading the dashboard view.
578,CUST-000526,2026-08-17,2026-08-17,billing,high,closed,8.29,Reported a failed payment and requested a retry.
579,CUST-000528,2026-08-15,,other,low,open,,Asked about cancellation policy and notice period.
580,CUST-000531,2026-04-05,2026-04-06,technical,medium,closed,34.58,Reported repeated login failures over the past week.
581,CUST-000534,2026-04-14,2026-04-14,billing,medium,closed,8.99,Requested a refund for a duplicate charge.
582,CUST-000536,2026-07-15,,other,medium,open,,Asked about cancellation policy and notice period.
583,CUST-000538,2026-08-22,2026-08-23,technical,medium,closed,42.77,App crashes when loading the dashboard view.
584,CUST-000539,2026-04-10,2026-04-11,billing,medium,closed,44.37,Reported a failed payment and requested a retry.
585,CUST-000539,2026-05-12,,technical,medium,open,,App crashes when loading the dashboard view.
586,CUST-000541,2026-07-01,2026-07-01,other,high,closed,11.1,General question about plan upgrade options.
587,CUST-000541,2026-05-24,2026-05-25,other,high,closed,44.91,General question about plan upgrade options.
588,CUST-000545,2026-03-23,2026-03-24,other,high,closed,25.06,Provided feedback about the onboarding experience.
589,CUST-000547,2026-05-25,2026-05-25,billing,medium,closed,9.19,Asked why the monthly charge increased without notice.
590,CUST-000551,2026-04-10,,billing,low,open,,Asked why the monthly charge increased without notice.
591,CUST-000552,2026-05-28,2026-05-29,technical,medium,closed,24.7,Requested help configuring an integration.
592,CUST-000552,2026-04-23,,other,medium,open,,Provided feedback about the onboarding experience.
593,CUST-000552,2026-05-31,2026-06-01,other,medium,closed,33.54,Provided feedback about the onboarding experience.
594,CUST-000555,2026-08-30,2026-08-31,billing,high,closed,47.74,Asked why the monthly charge increased without notice.
595,CUST-000556,2026-07-05,2026-07-06,technical,medium,closed,41.63,Requested help configuring an integration.
596,CUST-000556,2026-09-12,2026-09-12,other,medium,closed,19.92,General question about plan upgrade options.
597,CUST-000556,2026-06-19,2026-06-19,technical,low,closed,21.48,App crashes when loading the dashboard view.
598,CUST-000556,2026-06-03,2026-06-04,billing,high,closed,43.5,Customer disputes a charge on their most recent invoice.
599,CUST-000557,2026-09-13,2026-09-13,technical,medium,closed,10.65,Requested help configuring an integration.
600,CUST-000560,2026-04-06,2026-04-06,technical,medium,closed,11.19,Reported repeated login failures over the past week.
601,CUST-000560,2026-06-23,,other,medium,open,,Asked about cancellation policy and notice period.
602,CUST-000561,2026-04-27,2026-04-27,technical,medium,closed,5.45,Feature X is not syncing data correctly.
603,CUST-000561,2026-07-27,,billing,medium,open,,Asked why the monthly charge increased without notice.
604,CUST-000561,2026-09-07,2026-09-10,billing,medium,closed,81.08,Requested a refund for a duplicate charge.
605,CUST-000561,2026-08-14,,other,medium,open,,Requested a copy of past invoices.
606,CUST-000563,2026-05-25,2026-05-25,billing,low,closed,16.66,Customer disputes a charge on their most recent invoice.
607,CUST-000563,2026-07-01,2026-07-01,billing,medium,closed,3.11,Customer disputes a charge on their most recent invoice.
608,CUST-000563,2026-07-29,2026-07-30,technical,medium,closed,30.73,Feature X is not syncing data correctly.
609,CUST-000564,2026-06-23,2026-06-23,billing,medium,closed,21.13,Reported a failed payment and requested a retry.
610,CUST-000565,2026-05-12,,technical,low,open,,App crashes when loading the dashboard view.
611,CUST-000565,2026-07-12,2026-07-12,technical,high,closed,7.87,Feature X is not syncing data correctly.
612,CUST-000566,2026-07-05,2026-07-05,technical,medium,closed,4.61,Requested help configuring an integration.
613,CUST-000566,2026-07-27,2026-07-28,technical,low,closed,39.89,App crashes when loading the dashboard view.
614,CUST-000566,2026-09-14,2026-09-14,billing,high,closed,8.15,Requested a refund for a duplicate charge.
615,CUST-000567,2026-05-01,,technical,medium,open,,Feature X is not syncing data correctly.
616,CUST-000568,2026-07-25,2026-07-25,technical,medium,closed,14.93,Feature X is not syncing data correctly.
617,CUST-000569,2026-07-06,2026-07-08,other,medium,closed,71.52,Requested a copy of past invoices.
618,CUST-000569,2026-07-06,,technical,medium,open,,Reported repeated login failures over the past week.
619,CUST-000570,2026-04-24,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
620,CUST-000570,2026-08-30,2026-09-01,other,medium,closed,63.32,General question about plan upgrade options.
621,CUST-000571,2026-05-20,,billing,low,open,,Requested a refund for a duplicate charge.
622,CUST-000572,2026-09-01,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
623,CUST-000573,2026-03-30,2026-03-30,other,medium,closed,10.12,Provided feedback about the onboarding experience.
624,CUST-000574,2026-04-19,2026-04-19,technical,medium,closed,23.6,Requested help configuring an integration.
625,CUST-000575,2026-07-29,2026-07-29,technical,medium,closed,6.08,Requested help configuring an integration.
626,CUST-000575,2026-09-13,2026-09-13,other,medium,closed,10.29,General question about plan upgrade options.
627,CUST-000577,2026-08-01,2026-08-01,technical,medium,closed,3.4,Reported repeated login failures over the past week.
628,CUST-000577,2026-08-10,2026-08-10,billing,medium,closed,2.92,Asked why the monthly charge increased without notice.
629,CUST-000578,2026-08-31,2026-09-01,billing,medium,closed,38.98,Asked why the monthly charge increased without notice.
630,CUST-000578,2026-07-03,2026-07-04,technical,medium,closed,30.49,Requested help configuring an integration.
631,CUST-000578,2026-04-14,2026-04-14,other,low,closed,3.56,Requested a copy of past invoices.
632,CUST-000580,2026-04-17,2026-04-17,technical,medium,closed,14.51,App crashes when loading the dashboard view.
633,CUST-000580,2026-06-14,2026-06-14,technical,low,closed,23.58,Requested help configuring an integration.
634,CUST-000582,2026-05-10,2026-05-11,technical,medium,closed,43.74,Feature X is not syncing data correctly.
635,CUST-000583,2026-06-11,,billing,low,open,,Requested a refund for a duplicate charge.
636,CUST-000583,2026-08-28,2026-08-29,other,high,closed,44.23,Asked about cancellation policy and notice period.
637,CUST-000583,2026-08-11,,technical,low,open,,Requested help configuring an integration.
638,CUST-000585,2026-03-25,2026-03-26,technical,low,closed,36.78,Reported repeated login failures over the past week.
639,CUST-000585,2026-04-24,2026-04-25,technical,medium,closed,47.17,Feature X is not syncing data correctly.
640,CUST-000585,2026-06-25,2026-06-26,other,high,closed,31.03,Provided feedback about the onboarding experience.
641,CUST-000586,2026-08-20,2026-08-21,technical,low,closed,32.12,Requested help configuring an integration.
642,CUST-000587,2026-06-09,,billing,low,open,,Customer disputes a charge on their most recent invoice.
643,CUST-000587,2026-07-12,2026-07-13,other,medium,closed,29.72,Asked about cancellation policy and notice period.
644,CUST-000587,2026-09-05,2026-09-05,billing,medium,closed,13.27,Asked why the monthly charge increased without notice.
645,CUST-000588,2026-07-26,2026-07-27,billing,low,closed,33.16,Requested a refund for a duplicate charge.
646,CUST-000590,2026-05-22,2026-05-22,technical,medium,closed,2.4,Feature X is not syncing data correctly.
647,CUST-000590,2026-05-19,2026-05-20,technical,high,closed,28.6,Reported repeated login failures over the past week.
648,CUST-000590,2026-08-19,2026-08-20,billing,medium,closed,35.93,Customer disputes a charge on their most recent invoice.
649,CUST-000592,2026-07-18,2026-07-19,other,medium,closed,38.71,General question about plan upgrade options.
650,CUST-000592,2026-04-03,,other,medium,open,,Provided feedback about the onboarding experience.
651,CUST-000592,2026-05-13,2026-05-13,technical,low,closed,8.35,Feature X is not syncing data correctly.
652,CUST-000593,2026-07-24,,billing,medium,open,,Requested a refund for a duplicate charge.
653,CUST-000594,2026-06-14,2026-06-14,other,low,closed,10.6,Provided feedback about the onboarding experience.
654,CUST-000596,2026-04-27,,technical,medium,open,,Feature X is not syncing data correctly.
655,CUST-000597,2026-08-14,2026-08-15,technical,medium,closed,38.83,Reported repeated login failures over the past week.
656,CUST-000598,2026-07-25,2026-07-26,other,medium,closed,42.97,Asked about cancellation policy and notice period.
657,CUST-000604,2026-05-31,2026-05-31,technical,medium,closed,3.65,Requested help configuring an integration.
658,CUST-000606,2026-04-10,,technical,low,open,,Reported repeated login failures over the past week.
659,CUST-000608,2026-04-04,,billing,medium,open,,Requested a refund for a duplicate charge.
660,CUST-000610,2026-08-11,2026-08-11,billing,medium,closed,15.45,Asked why the monthly charge increased without notice.
661,CUST-000610,2026-09-14,2026-09-14,other,medium,closed,3.04,Provided feedback about the onboarding experience.
662,CUST-000611,2026-09-01,2026-09-01,billing,medium,closed,16.48,Reported a failed payment and requested a retry.
663,CUST-000613,2026-08-17,2026-08-17,technical,low,closed,10.1,Reported repeated login failures over the past week.
664,CUST-000613,2026-07-06,2026-07-07,other,low,closed,44.3,Asked about cancellation policy and notice period.
665,CUST-000614,2026-09-09,2026-09-09,other,low,closed,19.22,Provided feedback about the onboarding experience.
666,CUST-000614,2026-07-19,,technical,medium,open,,Requested help configuring an integration.
667,CUST-000617,2026-05-04,2026-05-05,other,medium,closed,24.24,General question about plan upgrade options.
668,CUST-000617,2026-04-11,2026-04-11,other,medium,closed,6.38,Requested a copy of past invoices.
669,CUST-000618,2026-08-10,2026-08-11,other,low,closed,25.66,Provided feedback about the onboarding experience.
670,CUST-000620,2026-08-15,2026-08-18,billing,low,closed,82.96,Customer disputes a charge on their most recent invoice.
671,CUST-000621,2026-08-07,,billing,high,open,,Asked why the monthly charge increased without notice.
672,CUST-000622,2026-05-06,2026-05-06,technical,medium,closed,20.82,Feature X is not syncing data correctly.
673,CUST-000623,2026-07-11,,technical,low,open,,App crashes when loading the dashboard view.
674,CUST-000625,2026-08-05,2026-08-05,billing,low,closed,19.8,Asked why the monthly charge increased without notice.
675,CUST-000626,2026-05-11,2026-05-13,billing,medium,closed,51.44,Reported a failed payment and requested a retry.
676,CUST-000626,2026-09-01,2026-09-02,other,low,closed,26.88,Asked about cancellation policy and notice period.
677,CUST-000628,2026-06-07,2026-06-08,technical,low,closed,25.78,Feature X is not syncing data correctly.
678,CUST-000628,2026-05-02,2026-05-04,billing,low,closed,64.04,Reported a failed payment and requested a retry.
679,CUST-000630,2026-04-29,2026-04-29,other,low,closed,23.18,Provided feedback about the onboarding experience.
680,CUST-000630,2026-05-09,2026-05-10,other,low,closed,26.19,General question about plan upgrade options.
681,CUST-000631,2026-05-31,2026-05-31,technical,low,closed,1.2,Reported repeated login failures over the past week.
682,CUST-000631,2026-07-20,2026-07-21,other,medium,closed,42.84,Provided feedback about the onboarding experience.
683,CUST-000632,2026-05-25,2026-05-26,technical,high,closed,26.58,Feature X is not syncing data correctly.
684,CUST-000632,2026-08-23,2026-08-24,billing,low,closed,38.56,Customer disputes a charge on their most recent invoice.
685,CUST-000632,2026-07-12,2026-07-13,other,high,closed,38.02,General question about plan upgrade options.
686,CUST-000633,2026-07-15,2026-07-17,billing,medium,closed,48.95,Reported a failed payment and requested a retry.
687,CUST-000635,2026-09-13,,billing,medium,open,,Requested a refund for a duplicate charge.
688,CUST-000635,2026-04-18,2026-04-21,billing,medium,closed,82.44,Requested a refund for a duplicate charge.
689,CUST-000635,2026-03-25,2026-03-26,other,low,closed,37.26,Provided feedback about the onboarding experience.
690,CUST-000642,2026-09-10,2026-09-11,technical,low,closed,47.28,Feature X is not syncing data correctly.
691,CUST-000644,2026-08-23,,other,medium,open,,General question about plan upgrade options.
692,CUST-000645,2026-04-28,2026-04-29,billing,medium,closed,37.97,Customer disputes a charge on their most recent invoice.
693,CUST-000645,2026-04-15,,billing,low,open,,Customer disputes a charge on their most recent invoice.
694,CUST-000646,2026-05-19,2026-05-19,technical,high,closed,2.31,Feature X is not syncing data correctly.
695,CUST-000648,2026-04-27,2026-04-27,technical,low,closed,6.51,Feature X is not syncing data correctly.
696,CUST-000649,2026-07-16,2026-07-16,technical,medium,closed,10.42,Reported repeated login failures over the past week.
697,CUST-000649,2026-05-10,2026-05-11,billing,high,closed,44.14,Customer disputes a charge on their most recent invoice.
698,CUST-000650,2026-09-10,2026-09-12,other,medium,closed,55.42,Requested a copy of past invoices.
699,CUST-000650,2026-08-27,2026-08-29,billing,low,closed,59.77,Customer disputes a charge on their most recent invoice.
700,CUST-000651,2026-08-10,2026-08-10,billing,low,closed,7.16,Requested a refund for a duplicate charge.
701,CUST-000651,2026-06-08,2026-06-09,technical,high,closed,45.47,Requested help configuring an integration.
702,CUST-000652,2026-06-21,2026-06-22,other,high,closed,29.07,Asked about cancellation policy and notice period.
703,CUST-000652,2026-04-04,2026-04-04,technical,medium,closed,1.49,Reported repeated login failures over the past week.
704,CUST-000656,2026-05-01,2026-05-01,billing,low,closed,3.92,Customer disputes a charge on their most recent invoice.
705,CUST-000658,2026-05-19,2026-05-20,other,low,closed,30.4,Asked about cancellation policy and notice period.
706,CUST-000660,2026-08-16,,other,low,open,,Provided feedback about the onboarding experience.
707,CUST-000662,2026-08-07,2026-08-08,billing,medium,closed,30.28,Customer disputes a charge on their most recent invoice.
708,CUST-000667,2026-09-15,2026-09-16,billing,medium,closed,29.96,Reported a failed payment and requested a retry.
709,CUST-000668,2026-07-01,2026-07-01,billing,low,closed,19.91,Requested a refund for a duplicate charge.
710,CUST-000669,2026-07-22,,billing,low,open,,Requested a refund for a duplicate charge.
711,CUST-000670,2026-04-06,2026-04-06,billing,medium,closed,8.14,Asked why the monthly charge increased without notice.
712,CUST-000670,2026-05-31,2026-05-31,billing,low,closed,2.7,Reported a failed payment and requested a retry.
713,CUST-000671,2026-05-20,2026-05-20,billing,low,closed,1.4,Reported a failed payment and requested a retry.
714,CUST-000671,2026-06-11,,other,medium,open,,Requested a copy of past invoices.
715,CUST-000672,2026-06-26,2026-06-26,billing,low,closed,11.84,Asked why the monthly charge increased without notice.
716,CUST-000673,2026-07-03,2026-07-04,other,medium,closed,39.27,General question about plan upgrade options.
717,CUST-000673,2026-04-07,2026-04-07,billing,medium,closed,8.9,Requested a refund for a duplicate charge.
718,CUST-000676,2026-04-01,2026-04-03,billing,low,closed,56.66,Reported a failed payment and requested a retry.
719,CUST-000676,2026-08-26,,billing,low,open,,Requested a refund for a duplicate charge.
720,CUST-000676,2026-07-17,2026-07-17,billing,low,closed,4.52,Asked why the monthly charge increased without notice.
721,CUST-000677,2026-08-08,,technical,low,open,,Requested help configuring an integration.
722,CUST-000678,2026-03-21,2026-03-22,billing,medium,closed,37.89,Asked why the monthly charge increased without notice.
723,CUST-000678,2026-08-21,2026-08-23,technical,high,closed,48.14,Requested help configuring an integration.
724,CUST-000678,2026-07-28,2026-07-29,billing,low,closed,45.83,Reported a failed payment and requested a retry.
725,CUST-000681,2026-06-06,2026-06-06,technical,medium,closed,7.78,Feature X is not syncing data correctly.
726,CUST-000681,2026-05-10,,technical,medium,open,,App crashes when loading the dashboard view.
727,CUST-000681,2026-08-15,,other,medium,open,,Asked about cancellation policy and notice period.
728,CUST-000682,2026-07-26,,billing,high,open,,Reported a failed payment and requested a retry.
729,CUST-000682,2026-06-08,,technical,medium,open,,Requested help configuring an integration.
730,CUST-000682,2026-05-11,,other,high,open,,General question about plan upgrade options.
731,CUST-000682,2026-04-13,2026-04-13,other,low,closed,21.86,General question about plan upgrade options.
732,CUST-000684,2026-09-05,2026-09-06,billing,low,closed,36.58,Reported a failed payment and requested a retry.
733,CUST-000684,2026-09-10,2026-09-10,billing,medium,closed,20.59,Requested a refund for a duplicate charge.
734,CUST-000684,2026-05-20,2026-05-20,billing,medium,closed,3.32,Requested a refund for a duplicate charge.
735,CUST-000684,2026-06-07,,technical,low,open,,App crashes when loading the dashboard view.
736,CUST-000684,2026-08-17,2026-08-18,technical,medium,closed,39.37,Reported repeated login failures over the past week.
737,CUST-000684,2026-04-09,2026-04-09,technical,medium,closed,9.96,Reported repeated login failures over the past week.
738,CUST-000685,2026-04-25,2026-04-26,technical,low,closed,40.75,Feature X is not syncing data correctly.
739,CUST-000685,2026-06-09,2026-06-09,technical,medium,closed,18.79,Requested help configuring an integration.
740,CUST-000686,2026-07-27,2026-07-28,technical,medium,closed,42.65,Feature X is not syncing data correctly.
741,CUST-000688,2026-05-08,2026-05-09,billing,low,closed,44.0,Reported a failed payment and requested a retry.
742,CUST-000688,2026-06-19,2026-06-19,billing,medium,closed,23.95,Requested a refund for a duplicate charge.
743,CUST-000690,2026-04-01,,billing,high,open,,Requested a refund for a duplicate charge.
744,CUST-000691,2026-09-13,,billing,low,open,,Reported a failed payment and requested a retry.
745,CUST-000691,2026-07-08,2026-07-10,technical,high,closed,65.31,Reported repeated login failures over the past week.
746,CUST-000691,2026-06-28,2026-07-01,billing,low,closed,76.37,Requested a refund for a duplicate charge.
747,CUST-000692,2026-07-13,2026-07-14,technical,medium,closed,39.14,App crashes when loading the dashboard view.
748,CUST-000693,2026-09-02,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
749,CUST-000693,2026-05-15,2026-05-15,billing,medium,closed,1.91,Requested a refund for a duplicate charge.
750,CUST-000694,2026-03-30,,technical,low,open,,Requested help configuring an integration.
